SITC2,SITC1,weight,group_id
1223,1223,1.0,
2111,2111,1.0,
2112,2112,1.0,
2114,2114,1.0,
2116,2116,1.0,
2117,2117,1.0,
2120,2120,1.0,
2221,2211,1.0,
2222,2214,1.0,
2223,2216,1.0,
2224,2218,1.0,
2225,2218,1.0,
2226,2218,1.0,
2231,2212,1.0,
2232,2213,1.0,
2234,2215,1.0,
2235,2217,1.0,
2238,2218,1.0,
2239,2219,1.0,
2320,2311,1.0,
2331,2312,1.0,
2440,2440,1.0,
2471,2422,1.0,
2472,2423,1.0,
2481,2431,1.0,
2482,2432,1.0,
2483,2433,1.0,
2511,2511,1.0,
2512,2512,1.0,
2516,2516,1.0,
2517,2517,1.0,
2518,2518,1.0,
2613,2613,1.0,
2631,2631,1.0,
2632,2632,1.0,
2633,2633,1.0,
2634,2634,1.0,
2652,2652,1.0,
2654,2654,1.0,
2655,2655,1.0,
2665,2662,1.0,
2666,2662,1.0,
2667,2662,1.0,
2671,2663,1.0,
2672,2664,1.0,
2681,2621,1.0,
2682,2622,1.0,
2683,2623,1.0,
2685,2625,1.0,
2687,2627,1.0,
2690,2670,1.0,
2711,2711,1.0,
2712,2712,1.0,
2713,2713,1.0,
2714,2714,1.0,
2731,2731,1.0,
2732,2732,1.0,
2733,2733,1.0,
2734,2734,1.0,
2741,2741,1.0,
2742,2742,1.0,
2771,2751,1.0,
2782,2762,1.0,
2783,2763,1.0,
2784,2764,1.0,
2785,2765,1.0,
2786,2766,1.0,
2814,2814,1.0,
2815,2813,1.0,
2816,2813,1.0,
2820,2820,1.0,
2860,2860,1.0,
2872,2832,1.0,
2874,2834,1.0,
2875,2835,1.0,
2876,2836,1.0,
2877,2837,1.0,
2879,2839,1.0,
2890,2850,1.0,
2911,2911,1.0,
2922,2922,1.0,
2923,2923,1.0,
2924,2924,1.0,
2925,2925,1.0,
2926,2926,1.0,
2927,2927,1.0,
3221,3214,1.0,
3222,3214,1.0,
3343,3323,1.0,
3351,3326,1.0,
3413,3411,1.0,
3414,3411,1.0,
3415,3412,1.0,
3510,3510,1.0,
4111,4111,1.0,
4232,4212,1.0,
4233,4213,1.0,
4234,4214,1.0,
4235,4215,1.0,
4236,4216,1.0,
4241,4221,1.0,
4242,4222,1.0,
4243,4223,1.0,
4244,4224,1.0,
4245,4225,1.0,
4311,4311,1.0,
4312,4312,1.0,
4314,4314,1.0,
5111,5121,1.0,
5112,5121,1.0,
5113,5121,1.0,
5114,5121,1.0,
5121,5122,1.0,
5122,5122,1.0,
5123,5122,1.0,
5137,5125,1.0,
5138,5125,1.0,
5139,5125,1.0,
5154,5128,1.0,
5155,5128,1.0,
5156,5128,1.0,
5157,5128,1.0,
5161,5123,1.0,
5162,5124,1.0,
5163,5126,1.0,
5169,5129,1.0,
5222,5133,1.0,
5223,5134,1.0,
5239,5149,1.0,
5241,5151,1.0,
5311,5310,1.0,
5312,5310,1.0,
5323,5323,1.0,
5331,5331,1.0,
5332,5332,1.0,
5334,5333,1.0,
5335,5333,1.0,
5411,5411,1.0,
5413,5413,1.0,
5414,5414,1.0,
5415,5415,1.0,
5416,5416,1.0,
5417,5417,1.0,
5419,5419,1.0,
5541,5541,1.0,
5542,5542,1.0,
5543,5543,1.0,
5622,5612,1.0,
5623,5613,1.0,
5629,5619,1.0,
5721,5711,1.0,
5722,5712,1.0,
5723,5713,1.0,
5821,5811,1.0,
5822,5811,1.0,
5823,5811,1.0,
5824,5811,1.0,
5825,5811,1.0,
5826,5811,1.0,
5827,5811,1.0,
5828,5811,1.0,
5829,5811,1.0,
5841,5813,1.0,
5842,5813,1.0,
5843,5813,1.0,
5849,5813,1.0,
5851,5819,1.0,
5852,5819,1.0,
5911,5992,1.0,
5912,5992,1.0,
5913,5992,1.0,
5914,5992,1.0,
5921,5995,1.0,
5922,5995,1.0,
5981,5996,1.0,
6112,6112,1.0,
6113,6113,1.0,
6114,6114,1.0,
6115,6119,1.0,
6116,6119,1.0,
6118,6119,1.0,
6121,6121,1.0,
6122,6122,1.0,
6123,6123,1.0,
6129,6129,1.0,
6130,6130,1.0,
6210,6210,1.0,
6251,6291,1.0,
6252,6291,1.0,
6253,6291,1.0,
6254,6291,1.0,
6259,6291,1.0,
6281,6293,1.0,
6282,6294,1.0,
6289,6299,1.0,
6330,6330,1.0,
6341,6311,1.0,
6342,6312,1.0,
6343,6314,1.0,
6344,6312,1.0,
6351,6321,1.0,
6353,6324,1.0,
6354,6327,1.0,
6411,6411,1.0,
6413,6413,1.0,
6416,6416,1.0,
6421,6421,1.0,
6422,6422,1.0,
6423,6423,1.0,
6424,6429,1.0,
6428,6429,1.0,
6511,6511,1.0,
6517,6517,1.0,
6518,6517,1.0,
6521,6521,1.0,
6522,6522,1.0,
6542,6532,1.0,
6543,6532,1.0,
6546,6538,1.0,
6551,6537,1.0,
6552,6537,1.0,
6560,6540,1.0,
6572,6554,1.0,
6573,6554,1.0,
6574,6555,1.0,
6575,6556,1.0,
6576,6557,1.0,
6577,6558,1.0,
6579,6559,1.0,
6581,6561,1.0,
6582,6562,1.0,
6591,6574,1.0,
6592,6575,1.0,
6611,6611,1.0,
6612,6612,1.0,
6613,6613,1.0,
6618,6618,1.0,
6623,6623,1.0,
6624,6624,1.0,
6631,6631,1.0,
6632,6632,1.0,
6635,6635,1.0,
6637,6637,1.0,
6638,6638,1.0,
6639,6639,1.0,
6641,6641,1.0,
6642,6642,1.0,
6643,6643,1.0,
6644,6644,1.0,
6645,6645,1.0,
6646,6646,1.0,
6647,6647,1.0,
6648,6648,1.0,
6649,6649,1.0,
6651,6651,1.0,
6652,6652,1.0,
6658,6658,1.0,
6664,6664,1.0,
6665,6665,1.0,
6666,6666,1.0,
6671,6671,1.0,
6672,6672,1.0,
6673,6673,1.0,
6674,6674,1.0,
6713,6713,1.0,
6725,6725,1.0,
6727,6727,1.0,
6731,6731,1.0,
6732,6732,1.0,
6747,6747,1.0,
6750,6750,1.0,
6770,6770,1.0,
6781,6781,1.0,
6783,6783,1.0,
6784,6784,1.0,
6785,6785,1.0,
6793,6793,1.0,
6811,6811,1.0,
6812,6812,1.0,
6822,6822,1.0,
6831,6831,1.0,
6832,6832,1.0,
6841,6841,1.0,
6842,6842,1.0,
6851,6851,1.0,
6852,6852,1.0,
6861,6861,1.0,
6871,6871,1.0,
6872,6872,1.0,
6880,6880,1.0,
6931,6931,1.0,
6932,6932,1.0,
6951,6951,1.0,
6953,6952,1.0,
6954,6952,1.0,
6960,6960,1.0,
6992,6983,1.0,
7126,7113,1.0,
7129,7113,1.0,
7132,7115,1.0,
7133,7115,1.0,
7138,7115,1.0,
7139,7115,1.0,
7161,7221,1.0,
7162,7221,1.0,
7163,7221,1.0,
7169,7222,1.0,
7187,7117,1.0,
7211,7121,1.0,
7212,7122,1.0,
7219,7129,1.0,
7223,7125,1.0,
7224,7125,1.0,
7243,7173,1.0,
7248,7172,1.0,
7251,7181,1.0,
7252,7181,1.0,
7259,7181,1.0,
7263,7182,1.0,
7264,7182,1.0,
7267,7182,1.0,
7268,7182,1.0,
7269,7182,1.0,
7281,7195,1.0,
7361,7151,1.0,
7362,7151,1.0,
7367,7151,1.0,
7368,7195,1.0,
7369,7195,1.0,
7441,7193,1.0,
7442,7193,1.0,
7449,7193,1.0,
7451,7195,1.0,
7491,7197,1.0,
7492,7199,1.0,
7493,7199,1.0,
7499,7199,1.0,
7511,7141,1.0,
7711,7221,1.0,
7712,7221,1.0,
7721,7222,1.0,
7722,7222,1.0,
7723,7222,1.0,
7731,7231,1.0,
7732,7232,1.0,
7741,7261,1.0,
7742,7262,1.0,
7761,7293,1.0,
7762,7293,1.0,
7763,7293,1.0,
7764,7293,1.0,
7768,7293,1.0,
7781,7291,1.0,
7782,7292,1.0,
7783,7294,1.0,
7784,7296,1.0,
7810,7321,1.0,
7821,7323,1.0,
7822,7324,1.0,
7831,7322,1.0,
7832,7325,1.0,
7911,7312,1.0,
7913,7314,1.0,
7914,7315,1.0,
7931,7351,1.0,
7932,7353,1.0,
7933,7358,1.0,
7938,7359,1.0,
8121,8121,1.0,
8122,8122,1.0,
8124,8124,1.0,
8211,8210,1.0,
8212,8210,1.0,
8219,8210,1.0,
8310,8310,1.0,
8421,8411,1.0,
8422,8411,1.0,
8423,8411,1.0,
8424,8411,1.0,
8429,8411,1.0,
8431,8411,1.0,
8432,8411,1.0,
8433,8411,1.0,
8434,8411,1.0,
8435,8411,1.0,
8439,8411,1.0,
8441,8411,1.0,
8442,8411,1.0,
8443,8411,1.0,
8465,8412,1.0,
8471,8412,1.0,
8481,8413,1.0,
8483,8420,1.0,
8484,8415,1.0,
8510,8510,1.0,
8710,8613,1.0,
8720,8617,1.0,
8741,8619,1.0,
8742,8619,1.0,
8743,8619,1.0,
8744,8619,1.0,
8745,8619,1.0,
8749,8619,1.0,
8811,8614,1.0,
8812,8615,1.0,
8821,8623,1.0,
8822,8624,1.0,
8830,8630,1.0,
8841,8611,1.0,
8842,8612,1.0,
8851,8641,1.0,
8852,8642,1.0,
8921,8921,1.0,
8922,8922,1.0,
8924,8924,1.0,
8942,8942,1.0,
8951,8951,1.0,
8952,8952,1.0,
8959,8959,1.0,
8960,8960,1.0,
8982,8918,1.0,
8983,8912,1.0,
8991,8991,1.0,
8994,8994,1.0,
8996,8996,1.0,
9110,9110,1.0,
9310,9310,1.0,
9410,9410,1.0,
9610,9610,1.0,
